,text,created_at,news_org,sentiment,positive,negative,neutral,compound,tweets_ago
83,Does a plateau exist for human mortality? New research suggests that any maximum fixed lifespan has yet to be reach… https://t.co/uibviDUedO,Sat Jun 30 07:01:01 +0000 2018,@CNN,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,84
84,I'm marching to make America the country my parents dreamed of | By Karine Jean-Pierre via @CNNOpinion… https://t.co/a4cmgxTebQ,Sat Jun 30 06:46:05 +0000 2018,@CNN,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,85
85,"In a retail industry beset by problems, H&amp;M has a stockpile of unsold clothes worth $4 billion… https://t.co/Sqzo0PF39o",Sat Jun 30 06:31:00 +0000 2018,@CNN,"{'neg': 0.145, 'neu': 0.753, 'pos': 0.102, 'compound': -0.2023}",0.102,0.145,0.753,-0.2023,86
86,"1 in 3 African American men are incarcerated in the US. #AmericanJail, a new CNN Film, premieres Sunday. https://t.co/otw68e0Wv3",Sat Jun 30 06:15:12 +0000 2018,@CNN,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,87
87,"Arnold Schwarzenegger mocks Trump's attempts to ""rescue the coal industry,"" asking in a video message what the Pres… https://t.co/H1CACG9Zlz",Sat Jun 30 06:01:00 +0000 2018,@CNN,"{'neg': 0.135, 'neu': 0.717, 'pos': 0.148, 'compound': 0.0772}",0.148,0.135,0.717,0.0772,88
88,"These 600 Hawaiian cats have a better life than you.

Welcome to the Lana'i Cat Sanctuary -- Where felines of all s… https://t.co/NAtUoCZOzI",Sat Jun 30 05:46:07 +0000 2018,@CNN,"{'neg': 0.0, 'neu': 0.772, 'pos': 0.228, 'compound': 0.7096}",0.228,0.0,0.772,0.7096,89
89,Amazon has launched a new program that allows you to start your own small business delivering Prime packages — the… https://t.co/N0isk4cecD,Sat Jun 30 05:31:00 +0000 2018,@CNN,"{'neg': 0.0, 'neu': 0.842, 'pos': 0.158, 'compound': 0.296}",0.158,0.0,0.842,0.296,90
90,Air pollution levels well below what is considered safe by the US EPA and the World Health Organization are causing… https://t.co/zQasN8CABP,Sat Jun 30 05:16:08 +0000 2018,@CNN,"{'neg': 0.0, 'neu': 0.792, 'pos': 0.208, 'compound': 0.6124}",0.208,0.0,0.792,0.6124,91
91,The FDR Library and Museum released rare video of Franklin D. Roosevelt walking https://t.co/xUMKmgNJgW https://t.co/9uWnaPoYXf,Sat Jun 30 05:01:00 +0000 2018,@CNN,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,92
92,Police used facial recognition to identify the Capital Gazette shooter. Here's how it works https://t.co/ymukXJEVrs https://t.co/8CdoJjzYfZ,Sat Jun 30 04:46:08 +0000 2018,@CNN,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,93
93,"Spider-Man, Captain America, and other superheroes dropped by a children's hospital in Iowa to give the kids a thri… https://t.co/wcpF5jeBL2",Sat Jun 30 04:31:00 +0000 2018,@CNN,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,94
94,"Toys ""R"" Us closes its final 200 US stores for good https://t.co/5yO1QoJ1Xd https://t.co/FMpEw8WyCM",Sat Jun 30 04:16:00 +0000 2018,@CNN,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.4404}",0.195,0.0,0.805,0.4404,95
95,Maryland could have the largest all-male delegation in Congress next year https://t.co/MAskMowi7a https://t.co/8K83v1101u,Sat Jun 30 03:46:05 +0000 2018,@CNN,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,96
96,RT @CuomoPrimeTime: Trump Supreme Court adviser Leonard Leo tells @ChrisCuomo that the President has never once asked a single potential co…,Sat Jun 30 03:32:51 +0000 2018,@CNN,"{'neg': 0.0, 'neu': 0.841, 'pos': 0.159, 'compound': 0.5574}",0.159,0.0,0.841,0.5574,97
97,"""The Dancing Doctor"" has agreed to give up her medical license for at least two-and-a-half years, records show… https://t.co/yUoI16dN57",Sat Jun 30 03:31:05 +0000 2018,@CNN,"{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.2732}",0.104,0.0,0.896,0.2732,98
98,"RT @CuomoPrimeTime: The prank call with President Trump that a comedian claims he partook in while pretending to be Sen. Bob Menendez is ""i…",Sat Jun 30 03:29:08 +0000 2018,@CNN,"{'neg': 0.0, 'neu': 0.84, 'pos': 0.16, 'compound': 0.4588}",0.16,0.0,0.84,0.4588,99
99,President Trump celebrated the six-month anniversary of the Republican tax cuts by calling them an “economic miracl… https://t.co/UkWK50v6wI,Sat Jun 30 03:19:49 +0000 2018,@CNN,"{'neg': 0.1, 'neu': 0.731, 'pos': 0.169, 'compound': 0.3612}",0.169,0.1,0.731,0.3612,100
0,"Earlier today, President @realDonaldTrump tweeted about what he thinks U.S. authorities should do with illegal immi… https://t.co/z0LhwVMGlY",Sun Jul 01 03:05:00 +0000 2018,@FoxNews,"{'neg': 0.184, 'neu': 0.816, 'pos': 0.0, 'compound': -0.5574}",0.0,0.184,0.816,-0.5574,1
1,"In Florida battleground, Puerto Ricans fleeing Maria's destruction reshape electoral landscape
https://t.co/DHk2bogJ0B",Sun Jul 01 02:50:00 +0000 2018,@FoxNews,"{'neg': 0.39, 'neu': 0.61, 'pos': 0.0, 'compound': -0.7506}",0.0,0.39,0.61,-0.7506,2
2,"Demonstrators rally against the separation of immigrant families, on June 30, 2018 in Washington D.C. Demonstration… https://t.co/9gc0RAmWxp",Sun Jul 01 02:49:00 +0000 2018,@FoxNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,3
3,".@RepJeffDenham: ""Abolishing ICE - that's just crazy."" https://t.co/Qt9s0ESoqN",Sun Jul 01 02:44:00 +0000 2018,@FoxNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,4
4,"Maxine Waters' GOP rival seeks traction over her inflammatory comments
https://t.co/4FyWnRRbys",Sun Jul 01 02:40:15 +0000 2018,@FoxNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,5
5,Activists hold signs during a rally to protest the Trump administration's approach to illegal border crossings and… https://t.co/UUgj2ObHXw,Sun Jul 01 02:37:01 +0000 2018,@FoxNews,"{'neg': 0.272, 'neu': 0.728, 'pos': 0.0, 'compound': -0.6808}",0.0,0.272,0.728,-0.6808,6
6,".@GiannoCaldwell: ""We're at 3.8% GDP and projected to be over 4% in the second quarter of this year."" https://t.co/k3nqYmOFdL",Sun Jul 01 02:30:00 +0000 2018,@FoxNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,7
7,Protesters against Iranian regime see a free Tehran ahead https://t.co/P1zYb2tT7t,Sun Jul 01 02:25:00 +0000 2018,@FoxNews,"{'neg': 0.156, 'neu': 0.574, 'pos': 0.27, 'compound': 0.34}",0.27,0.156,0.574,0.34,8
8,Trump calls US immigration laws 'the dumbest anywhere in the world' https://t.co/UqiqIqLUtb,Sun Jul 01 02:19:58 +0000 2018,@FoxNews,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.5106}",0.0,0.231,0.769,-0.5106,9
9,"RT @FoxBusiness: Halo Top is 'dramatically' under-filling pints, lawsuit alleges https://t.co/kgWxs1mw8x https://t.co/aceULIAGYp",Sun Jul 01 02:17:56 +0000 2018,@FoxNews,"{'neg': 0.139, 'neu': 0.73, 'pos': 0.131, 'compound': -0.0258}",0.131,0.139,0.73,-0.0258,10
10,Scaramucci on SCOTUS: 'People Should Relax' and Let Trump Pick Before Criticizing https://t.co/xAmc0j4g0M,Sun Jul 01 02:16:26 +0000 2018,@FoxNews,"{'neg': 0.152, 'neu': 0.671, 'pos': 0.177, 'compound': 0.1027}",0.177,0.152,0.671,0.1027,11
11,Activists carry signs across the Brooklyn Bridge during a rally to protest the Trump administration's immigration p… https://t.co/yB2lz258bD,Sun Jul 01 02:07:49 +0000 2018,@FoxNews,"{'neg': 0.111, 'neu': 0.889, 'pos': 0.0, 'compound': -0.25}",0.0,0.111,0.889,-0.25,12
12,".@charliekirk11: ""A primary component of implementing fascist policies would be, let's say, gun confiscation. You h… https://t.co/wyY8K8T8H6",Sun Jul 01 01:56:57 +0000 2018,@FoxNews,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.7184}",0.0,0.286,0.714,-0.7184,13
13,".@Rep_Hunter: ""@TheDemocrats don't want to fix this problem so @POTUS had to."" @JudgeJeanine https://t.co/v2501WyeOU",Sun Jul 01 01:45:00 +0000 2018,@FoxNews,"{'neg': 0.266, 'neu': 0.734, 'pos': 0.0, 'compound': -0.5183}",0.0,0.266,0.734,-0.5183,14
14,".@tedcruz: ""This is horrific. An avowed Nazi running for Congress. To the good people of Illinois, you have two rea… https://t.co/PzJWKorju4",Sun Jul 01 01:38:00 +0000 2018,@FoxNews,"{'neg': 0.167, 'neu': 0.722, 'pos': 0.11, 'compound': -0.3612}",0.11,0.167,0.722,-0.3612,15
15,Self magazine features plus-size model Tess Holliday on first digital cover https://t.co/MwUzsU4OyZ,Sun Jul 01 01:35:01 +0000 2018,@FoxNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,16
16,NEWS ALERT: South Sudan ceasefire broken within hours. https://t.co/XZrUilo74k,Sun Jul 01 01:30:14 +0000 2018,@FoxNews,"{'neg': 0.238, 'neu': 0.537, 'pos': 0.225, 'compound': -0.0431}",0.225,0.238,0.537,-0.0431,17
17,".@LaraLeaTrump: ""If they are voting for someone who wants to abolish ICE, these people are putting illegal immigran… https://t.co/MuTNqwlWfA",Sun Jul 01 01:22:06 +0000 2018,@FoxNews,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.5574}",0.0,0.167,0.833,-0.5574,18
18,".@JudgeJeanine: ""Right now in America, there are forces dug in, organized, and well-funded doing whatever is necess… https://t.co/kH0GKwiDRv",Sun Jul 01 01:13:18 +0000 2018,@FoxNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,19
19,"RIGHT NOW on ""Justice,"" @JudgeJeanine talks to @LaraLeaTrump - Tune in to Fox News Channel! https://t.co/VIA88ash5w",Sun Jul 01 01:00:00 +0000 2018,@FoxNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,20
20,"On @WattersWorld, @RealCandaceO talked about how the hard left movement of the Democratic Party has led to people l… https://t.co/JGgVtHzG0c",Sun Jul 01 00:55:00 +0000 2018,@FoxNews,"{'neg': 0.063, 'neu': 0.814, 'pos': 0.122, 'compound': 0.3182}",0.122,0.063,0.814,0.3182,21
21,Mystery good Samaritan buys $1M of toys from Toys R Us to donate to kids https://t.co/mLguxFmmfe,Sun Jul 01 00:54:33 +0000 2018,@FoxNews,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.4404}",0.172,0.0,0.828,0.4404,22
22,".@DiamondandSilk: ""When an American breaks the law, they're given three hots and a cot behind a locked cell block -… https://t.co/jjIjPqXNgM",Sun Jul 01 00:48:56 +0000 2018,@FoxNews,"{'neg': 0.139, 'neu': 0.861, 'pos': 0.0, 'compound': -0.4404}",0.0,0.139,0.861,-0.4404,23
23,".@DiamondandSilk: ""We need ICE. We need this because there's illegal aliens crossing our border - illegally. They'r… https://t.co/FwcVvk7fZt",Sun Jul 01 00:47:44 +0000 2018,@FoxNews,"{'neg': 0.184, 'neu': 0.816, 'pos': 0.0, 'compound': -0.5574}",0.0,0.184,0.816,-0.5574,24
24,Protesters against Iranian regime see a free Tehran ahead - via @EricShawnTV https://t.co/5QOu86bt1L,Sun Jul 01 00:39:09 +0000 2018,@FoxNews,"{'neg': 0.134, 'neu': 0.634, 'pos': 0.232, 'compound': 0.34}",0.232,0.134,0.634,0.34,25
25,".@annakooiman is ready to celebrate #july4thweekend and she'll be live from Norfolk, VA - Monday, Tuesday, and Wedn… https://t.co/vTzQvUrzE2",Sun Jul 01 00:34:37 +0000 2018,@FoxNews,"{'neg': 0.0, 'neu': 0.721, 'pos': 0.279, 'compound': 0.7351}",0.279,0.0,0.721,0.7351,26
26,"This morning, President @realDonaldTrump praised the men and women of @ICEgov. https://t.co/mMn4nrKBtJ https://t.co/CVcZCCdTJK",Sun Jul 01 00:30:00 +0000 2018,@FoxNews,"{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.4939}",0.211,0.0,0.789,0.4939,27
27,".@RealCandaceO: ""I actually see a lot of liberal refugees, people that no longer recognize the party that they were… https://t.co/42Rq1IT0mc",Sun Jul 01 00:27:31 +0000 2018,@FoxNews,"{'neg': 0.1, 'neu': 0.776, 'pos': 0.123, 'compound': 0.128}",0.123,0.1,0.776,0.128,28
28,".@marcthiessen: ""@TheDemocrats have become a party of coastal elites that's completely lost touch with the middle o… https://t.co/uoQK3sJLv4",Sun Jul 01 00:27:00 +0000 2018,@FoxNews,"{'neg': 0.128, 'neu': 0.739, 'pos': 0.133, 'compound': 0.0276}",0.133,0.128,0.739,0.0276,29
29,".@QJames: ""That restaurant owner had every right to refuse service to someone who she disagrees with."" @WattersWorld https://t.co/3E5h4QPW4H",Sun Jul 01 00:22:00 +0000 2018,@FoxNews,"{'neg': 0.22, 'neu': 0.78, 'pos': 0.0, 'compound': -0.5423}",0.0,0.22,0.78,-0.5423,30
30,"Student Highlights 'Shocking' Backlash After Classmate's Pro-Trump Comment During Debate
https://t.co/KYPDsKDWHF",Sun Jul 01 00:20:40 +0000 2018,@FoxNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,31
31,"SUNDAY on @SundayFutures, @MariaBartiromo's exclusive interview with President @realDonaldTrump - Tune in at 10a ET… https://t.co/ZepzH6YSw4",Sun Jul 01 00:10:00 +0000 2018,@FoxNews,"{'neg': 0.0, 'neu': 0.903, 'pos': 0.097, 'compound': 0.128}",0.097,0.0,0.903,0.128,32
32,".@JesseBWatters: ""The bottom line is everybody should be treated with respect in this country."" @WattersWorld https://t.co/LXgzGpEhl9",Sun Jul 01 00:07:38 +0000 2018,@FoxNews,"{'neg': 0.0, 'neu': 0.829, 'pos': 0.171, 'compound': 0.4767}",0.171,0.0,0.829,0.4767,33
33,"Earlier today, New York Gov. @andrewcuomo recognized the #FamiliesBelongTogether rallies across the U.S., tweeting… https://t.co/j47ygTNaII",Sun Jul 01 00:05:10 +0000 2018,@FoxNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,34
34,"Earlier today, President @realDonaldTrump tweeted about what he thinks U.S. authorities should do with illegal immi… https://t.co/JdAk8NFR1v",Sat Jun 30 23:55:20 +0000 2018,@FoxNews,"{'neg': 0.184, 'neu': 0.816, 'pos': 0.0, 'compound': -0.5574}",0.0,0.184,0.816,-0.5574,35
35,NEWS ALERT: President @realDonaldTrump to announce Supreme Court nominee nominee July 9th. https://t.co/XKCUnrIlhY https://t.co/WAMtQJIt3F,Sat Jun 30 23:50:00 +0000 2018,@FoxNews,"{'neg': 0.0, 'neu': 0.647, 'pos': 0.353, 'compound': 0.7603}",0.353,0.0,0.647,0.7603,36
36,".@TuckerCarlson: ""What will happen when word gets out that nobody in any country on the globe has anything to fear… https://t.co/DJMSMEN8dL",Sat Jun 30 23:49:00 +0000 2018,@FoxNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,37
37,"Angel Mom Courtney Hacking, whose husband and two children were killed in a crash involving an illegal immigrant, s… https://t.co/uVFiLKSV0v",Sat Jun 30 23:41:02 +0000 2018,@FoxNews,"{'neg': 0.403, 'neu': 0.597, 'pos': 0.0, 'compound': -0.8957}",0.0,0.403,0.597,-0.8957,38
38,".@RepGoodlatte: “Every American, Republicans, Democrats, Independents, all should be concerned about what was done… https://t.co/KYHk6gIBgl",Sat Jun 30 23:38:00 +0000 2018,@FoxNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,39
39,Canada vows to impose tariffs on U.S. goods https://t.co/fQfP5U2yn3,Sat Jun 30 23:34:06 +0000 2018,@FoxNews,"{'neg': 0.216, 'neu': 0.784, 'pos': 0.0, 'compound': -0.296}",0.0,0.216,0.784,-0.296,40
40,"Kayla Adelmund, right, and her brother Nicholas sit with their grandmother Delores Kudelka during a rally to protes… https://t.co/OL3IJZvUJg",Sat Jun 30 23:30:00 +0000 2018,@FoxNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,41
41,".@KamalaHarris: ""We're better than this. We are better than this."" https://t.co/W27npkqzko",Sat Jun 30 23:25:00 +0000 2018,@FoxNews,"{'neg': 0.0, 'neu': 0.608, 'pos': 0.392, 'compound': 0.7003}",0.392,0.0,0.608,0.7003,42
42,"Earlier, President @realDonaldTrump tweeted about the filibuster and ""Cryin' Chuck."" https://t.co/O9BQvWCyc6",Sat Jun 30 23:20:11 +0000 2018,@FoxNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,43
43,"President @realDonaldTrump spends weekend at Bedminster, N.J. resort. https://t.co/nUj8TWCPz3",Sat Jun 30 23:14:00 +0000 2018,@FoxNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,44
44,"Trump Administration's ""zero tolerance"" immigration policy sparks coast-to-coast #FamiliesBelongTogether protests.… https://t.co/DGPqJXQSSG",Sat Jun 30 23:06:45 +0000 2018,@FoxNews,"{'neg': 0.0, 'neu': 0.82, 'pos': 0.18, 'compound': 0.296}",0.18,0.0,0.82,0.296,45
45,Owen Wilson offers to take DNA test over claim he fathered a third child https://t.co/ZWapUJEUwz,Sat Jun 30 22:59:14 +0000 2018,@FoxNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,46
46,"RT @FoxBusiness: .@AlvedaCKing on civil discourse in politics: ""We don't have to come right back at somebody because they say something tha…",Sat Jun 30 22:58:40 +0000 2018,@FoxNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,47
47,"RT @FoxBusiness: .@AlanDersh on the next Supreme Court nominee: ""I think the American public wants to see a Supreme Court that's non-partis…",Sat Jun 30 22:58:34 +0000 2018,@FoxNews,"{'neg': 0.0, 'neu': 0.725, 'pos': 0.275, 'compound': 0.802}",0.275,0.0,0.725,0.802,48
48,News Alert: Spring fire in Colorado prompts thousands of evacuations. https://t.co/zScgssvmOm,Sat Jun 30 22:55:45 +0000 2018,@FoxNews,"{'neg': 0.176, 'neu': 0.662, 'pos': 0.162, 'compound': -0.0516}",0.162,0.176,0.662,-0.0516,49
49,"In a recent interview, 2016 Democrat presidential nominee @HillaryClinton made clear she is not going to “call it a… https://t.co/wFp6fuTlUa",Sat Jun 30 22:50:38 +0000 2018,@FoxNews,"{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.3818}",0.126,0.0,0.874,0.3818,50
50,"RT @EricShawnTV: More calls from Democrats to abolish #ICE, from @SenGillibrand, @NYCMayor de Blasio and others. @POTUS @realDonaldTrump sa…",Sat Jun 30 22:49:42 +0000 2018,@FoxNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,51
51,Chele Farley: “We need criminals deported.” https://t.co/7Yp8gSOGts,Sat Jun 30 22:43:35 +0000 2018,@FoxNews,"{'neg': 0.381, 'neu': 0.619, 'pos': 0.0, 'compound': -0.5719}",0.0,0.381,0.619,-0.5719,52
52,FL Mom's Story of Trump Tax Cut Benefits Gets Standing Ovation at White House https://t.co/RoL3nzb42g,Sat Jun 30 22:36:04 +0000 2018,@FoxNews,"{'neg': 0.119, 'neu': 0.734, 'pos': 0.147, 'compound': 0.128}",0.147,0.119,0.734,0.128,53
53,"Julie Banuelos of Denver waves a placard during an immigration rally and protest in Civic Center Park Saturday, Jun… https://t.co/0OC0dABwrx",Sat Jun 30 22:30:00 +0000 2018,@FoxNews,"{'neg': 0.1, 'neu': 0.9, 'pos': 0.0, 'compound': -0.25}",0.0,0.1,0.9,-0.25,54
54,"TONIGHT on ""Justice,"" @JudgeJeanine talks to @LaraLeaTrump - Tune in at 9p ET on Fox News Channel! https://t.co/mupVnwax92",Sat Jun 30 22:29:34 +0000 2018,@FoxNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,55
55,"California mother, boyfriend hit with 'murder and torture' charge in 10-year-old boy's death, officials say https://t.co/gx3zkyjJbj",Sat Jun 30 22:23:44 +0000 2018,@FoxNews,"{'neg': 0.49, 'neu': 0.51, 'pos': 0.0, 'compound': -0.926}",0.0,0.49,0.51,-0.926,56
56,".@Schwarzenegger Scolds President @realDonaldTrump Bobblehead about 'Foolish' Coal Efforts in Climate Change Video
https://t.co/GC8tLlWdZW",Sat Jun 30 22:14:00 +0000 2018,@FoxNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,57
57,"Moments ago, @SenGillibrand tweeted about attending a #FamiliesBelongTogether march. https://t.co/ra8PqCyXST https://t.co/DdBfx3gvJr",Sat Jun 30 22:12:14 +0000 2018,@FoxNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,58
58,NEWS ALERT: President @realDonaldTrump to announce Supreme Court nominee nominee July 9th. https://t.co/XKCUnrIlhY https://t.co/lzsL14OdBG,Sat Jun 30 22:05:00 +0000 2018,@FoxNews,"{'neg': 0.0, 'neu': 0.647, 'pos': 0.353, 'compound': 0.7603}",0.353,0.0,0.647,0.7603,59
59,"Brandon Judd: “We’re taking the walls, where we currently have them, we’re reinforcing those walls… and we’re expan… https://t.co/hkEbn5A9e4",Sat Jun 30 22:00:01 +0000 2018,@FoxNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,60
60,"Earlier today, President @realDonaldTrump tweeted about what he thinks U.S. authorities should do with illegal immi… https://t.co/hZkxBplMkM",Sat Jun 30 21:49:00 +0000 2018,@FoxNews,"{'neg': 0.184, 'neu': 0.816, 'pos': 0.0, 'compound': -0.5574}",0.0,0.184,0.816,-0.5574,61
61,Huckabee: Trump Could Nominate Moses for Supreme Court &amp; Dems Would Still Oppose It https://t.co/6ge19CvsSs https://t.co/QrJXdfkePc,Sat Jun 30 21:45:00 +0000 2018,@FoxNews,"{'neg': 0.0, 'neu': 0.806, 'pos': 0.194, 'compound': 0.5574}",0.194,0.0,0.806,0.5574,62
62,Ex-@CNN producer blasts Jim @Acosta for 'self-serving antics' https://t.co/QMKFxPQGkq,Sat Jun 30 21:43:05 +0000 2018,@FoxNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,63
63,#FamiliesBelongTogether rallies demanding reunification of immigrant families and an “end to family separation and… https://t.co/TwaxpLRrA8,Sat Jun 30 21:38:19 +0000 2018,@FoxNews,"{'neg': 0.119, 'neu': 0.881, 'pos': 0.0, 'compound': -0.2263}",0.0,0.119,0.881,-0.2263,64
64,.@akcdoglovers: The US has become a dumping ground for foreign ‘puppy mill’ and ‘rescue’ dogs. Here’s what needs to… https://t.co/PihFIvEdab,Sat Jun 30 21:31:41 +0000 2018,@FoxNews,"{'neg': 0.113, 'neu': 0.887, 'pos': 0.0, 'compound': -0.3182}",0.0,0.113,0.887,-0.3182,65
65,Activists carry signs across the Brooklyn Bridge during a rally to protest the Trump administration's immigration p… https://t.co/Ns2IbvibME,Sat Jun 30 21:29:00 +0000 2018,@FoxNews,"{'neg': 0.111, 'neu': 0.889, 'pos': 0.0, 'compound': -0.25}",0.0,0.111,0.889,-0.25,66
66,".@THEHermanCain: ""[@TheDemocrats] don't have a leader right now. They have a lot of voices making a lot of noise an… https://t.co/a0sAXCV5BH",Sat Jun 30 21:27:00 +0000 2018,@FoxNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,67
67,"""OBJECTified"" is back! Iconic rock stars, reality TV mavericks, and some of the biggest names in the world share th… https://t.co/PJgH1m4hNI",Sat Jun 30 21:22:00 +0000 2018,@FoxNews,"{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.3595}",0.111,0.0,0.889,0.3595,68
68,'Rational Thought Is Kryptonite to the Left': Author @derekahunter Rips 'Dangerous' Rhetoric By Democrats… https://t.co/xBmMFU8qBA,Sat Jun 30 21:16:00 +0000 2018,@FoxNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,69
69,Mexico holds presidential election tomorrow. https://t.co/cnryLpD3Oh,Sat Jun 30 20:58:00 +0000 2018,@FoxNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,70
70,"LaSonya Hill: ""We're excited as a middle-class family who was able to benefit so much from this opportunity.""… https://t.co/9fuvvltWdB",Sat Jun 30 20:57:00 +0000 2018,@FoxNews,"{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.6597}",0.252,0.0,0.748,0.6597,71
71,"Angel Mom Courtney Hacking: ""Every day parents are separated from their children permanently by actions that are of… https://t.co/0MLdDMxDpU",Sat Jun 30 20:49:32 +0000 2018,@FoxNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,72
72,SUNDAY: Don't miss John Bolton’s exclusive interview on @FoxNewsSunday. Check your local listings and tune in to Fo… https://t.co/4Kaect1Bg2,Sat Jun 30 20:45:01 +0000 2018,@FoxNews,"{'neg': 0.0, 'neu': 0.852, 'pos': 0.148, 'compound': 0.2368}",0.148,0.0,0.852,0.2368,73
73,Ohio boy's lawn care business goes viral after 'ridiculous' neighbor calls cops on him https://t.co/nbmq1w0YBs,Sat Jun 30 20:32:22 +0000 2018,@FoxNews,"{'neg': 0.0, 'neu': 0.814, 'pos': 0.186, 'compound': 0.4939}",0.186,0.0,0.814,0.4939,74
74,Activists hold signs during a rally to protest the Trump administration's approach to illegal border crossings and… https://t.co/hhjsS2P0H8,Sat Jun 30 20:29:00 +0000 2018,@FoxNews,"{'neg': 0.272, 'neu': 0.728, 'pos': 0.0, 'compound': -0.6808}",0.0,0.272,0.728,-0.6808,75
75,'Stuttering John' says he was visited by Secret Service after Trump prank call https://t.co/ZVqh3CrAon,Sat Jun 30 20:26:28 +0000 2018,@FoxNews,"{'neg': 0.15, 'neu': 0.85, 'pos': 0.0, 'compound': -0.3182}",0.0,0.15,0.85,-0.3182,76
