,text,created_at,news_org,sentiment,positive,negative,neutral,compound,tweets_ago
88,"President Trump says the Capital Gazette shooting ""shocked the conscience of our nation"" https://t.co/VmCOWAthyk https://t.co/7qhC7u5Gpi",Sat Jun 30 05:18:04 +0000 2018,@CBSNews,"{'neg': 0.141, 'neu': 0.859, 'pos': 0.0, 'compound': -0.3182}",0.0,0.141,0.859,-0.3182,89
89,Trump auto tariffs may cost hundreds of thousands of U.S. jobs https://t.co/5NYczn4txY https://t.co/OsE2JiqBAe,Sat Jun 30 05:03:05 +0000 2018,@CBSNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,90
90,"Commentary: When Dems freak out over SCOTUS, Republicans will benefit https://t.co/NqoLIKheN1 https://t.co/yDGojmthLu",Sat Jun 30 04:48:03 +0000 2018,@CBSNews,"{'neg': 0.182, 'neu': 0.629, 'pos': 0.189, 'compound': 0.0258}",0.189,0.182,0.629,0.0258,91
91,"Comcast outage affecting business, residential customers https://t.co/MIJkoHRdcS https://t.co/U4kjxk5Tey",Sat Jun 30 04:33:04 +0000 2018,@CBSNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,92
92,Alabama Attorney General Steve Marshall recalls final call with wife before her suicide https://t.co/zKRhZlye41 https://t.co/qALN4vUcp5,Sat Jun 30 04:18:03 +0000 2018,@CBSNews,"{'neg': 0.243, 'neu': 0.757, 'pos': 0.0, 'compound': -0.6705}",0.0,0.243,0.757,-0.6705,93
93,Alexandria Ocasio-Cortez name-dropped her lipstick brand and it sold out https://t.co/60DcGVVE9c https://t.co/FmVf39RGCx,Sat Jun 30 04:03:08 +0000 2018,@CBSNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,94
94,Thai prime minister tells families of soccer team missing in cave to have faith https://t.co/b0UxiwiJSC https://t.co/QFgyO4nMO9,Sat Jun 30 03:48:03 +0000 2018,@CBSNews,"{'neg': 0.116, 'neu': 0.737, 'pos': 0.147, 'compound': 0.1531}",0.147,0.116,0.737,0.1531,95
95,Ex-ICE chief counsel sentenced for stealing undocumented immigrants' identities https://t.co/QknyCkE0Df https://t.co/27FbRIdrFo,Sat Jun 30 03:33:03 +0000 2018,@CBSNews,"{'neg': 0.348, 'neu': 0.652, 'pos': 0.0, 'compound': -0.5859}",0.0,0.348,0.652,-0.5859,96
96,"Annapolis shooting suspect ""wanted to get revenge,"" lawyer for harassed woman says https://t.co/pTjjba1P2i https://t.co/Xm5pBg9r3Q",Sat Jun 30 03:18:03 +0000 2018,@CBSNews,"{'neg': 0.322, 'neu': 0.678, 'pos': 0.0, 'compound': -0.6908}",0.0,0.322,0.678,-0.6908,97
97,Video captures officers using stun gun on sitting man https://t.co/kfD6mFD8SP https://t.co/hYKuvMEE5d,Sat Jun 30 03:03:04 +0000 2018,@CBSNews,"{'neg': 0.194, 'neu': 0.806, 'pos': 0.0, 'compound': -0.34}",0.0,0.194,0.806,-0.34,98
98,"""I've been ready for this my entire life"": Jazz Jennings is doing well after her gender confirmation surgery… https://t.co/iJVh7epq3C",Sat Jun 30 02:39:51 +0000 2018,@CBSNews,"{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.5574}",0.213,0.0,0.787,0.5574,99
99,"Medical marijuana users can't legally own guns, federal officials say https://t.co/0szHNNPsIg https://t.co/YaEo2KrKU6",Sat Jun 30 02:20:01 +0000 2018,@CBSNews,"{'neg': 0.105, 'neu': 0.895, 'pos': 0.0, 'compound': -0.0762}",0.0,0.105,0.895,-0.0762,100
0,"For years, the call to eliminate the immigration enforcement agency was a progressive fringe cause. Now, the demand… https://t.co/GXgeyxMOqQ",Sun Jul 01 03:00:10 +0000 2018,@CNN,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,1
1,President Trump asks Saudi Arabia to increase oil production https://t.co/XAUb7N8xSt https://t.co/SuHQLeAsQg,Sun Jul 01 02:30:07 +0000 2018,@CNN,"{'neg': 0.0, 'neu': 0.813, 'pos': 0.187, 'compound': 0.3182}",0.187,0.0,0.813,0.3182,2
2,Kylian Mbappe scores twice as France knocks Lionel Messi's Argentina out of World Cup https://t.co/kAfBFc49vh https://t.co/755pskebWq,Sun Jul 01 02:00:14 +0000 2018,@CNN,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,3
3,Here's what you might have missed during a busy news week https://t.co/OGcTo8OLmw https://t.co/BpH2reJgeb,Sun Jul 01 01:30:13 +0000 2018,@CNN,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.296}",0.0,0.167,0.833,-0.296,4
4,The bitter irony of the travel ban ruling https://t.co/Xg7ZvlVsuT (via @CNNOpinion) https://t.co/bS3uOiu0UG,Sun Jul 01 01:00:06 +0000 2018,@CNN,"{'neg': 0.458, 'neu': 0.542, 'pos': 0.0, 'compound': -0.765}",0.0,0.458,0.542,-0.765,5
5,Here are the best places to visit in July https://t.co/gvx6NKMhV1 https://t.co/gIYURHzZVp,Sun Jul 01 00:30:08 +0000 2018,@CNN,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.6369}",0.296,0.0,0.704,0.6369,6
6,Sen. Tim Scott says he plans to recommend Rep. Trey Gowdy for Supreme Court https://t.co/xpTV3bzfxk https://t.co/7R6JSCtnEA,Sun Jul 01 00:00:09 +0000 2018,@CNN,"{'neg': 0.0, 'neu': 0.697, 'pos': 0.303, 'compound': 0.7269}",0.303,0.0,0.697,0.7269,7
7,Cristiano Ronaldo's World Cup ends as Uruguay beats Portugal https://t.co/Qr8KoVuZna https://t.co/wYiuOf1cGz,Sat Jun 30 23:30:06 +0000 2018,@CNN,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,8
8,"Sen. Tim Scott calls race discussion with President Trump ""painful,"" ""uncomfortable,"" but ""hopeful""… https://t.co/QGpahVAmJV",Sat Jun 30 23:00:04 +0000 2018,@CNN,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,9
9,Americans' changing drinking habits have been taking shape for years and the 4 major US beer brands have been hit p… https://t.co/5I9v10nf3G,Sat Jun 30 22:30:07 +0000 2018,@CNN,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,10
10,Former pro wrestler Matt Cappotelli dies at 38 after battle with brain cancer https://t.co/puBeEGhxEc https://t.co/iSLHd4UoAK,Sat Jun 30 22:00:09 +0000 2018,@CNN,"{'neg': 0.35, 'neu': 0.65, 'pos': 0.0, 'compound': -0.7906}",0.0,0.35,0.65,-0.7906,11
11,"President Trump claims he never pressured House GOP on immigration bill, despite tweeting otherwise… https://t.co/LNfXlbBGUj",Sat Jun 30 21:40:07 +0000 2018,@CNN,"{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.1695}",0.106,0.0,0.894,0.1695,12
12,"Singer John Legend urges protesters to resist ""temptation to just disengage"" at immigration rally in Los Angeles… https://t.co/MvDrECFilN",Sat Jun 30 21:35:06 +0000 2018,@CNN,"{'neg': 0.101, 'neu': 0.899, 'pos': 0.0, 'compound': -0.2263}",0.0,0.101,0.899,-0.2263,13
13,Rep. Maxine Waters scolds President Trump at immigration rally in Los Angeles https://t.co/Fp1QteDj3t https://t.co/NaBY3Sev3M,Sat Jun 30 21:30:11 +0000 2018,@CNN,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,14
14,Hear emotional phone calls from parents separated from their kids as a result of the Trump administration's zero to… https://t.co/jynF3Ftjia,Sat Jun 30 21:25:19 +0000 2018,@CNN,"{'neg': 0.0, 'neu': 0.918, 'pos': 0.082, 'compound': 0.1531}",0.082,0.0,0.918,0.1531,15
15,"Singer John Legend urges crowd at immigration rally in Los Angeles to resist the temptation to disengage and to ""do… https://t.co/1zbU3k40eW",Sat Jun 30 21:11:07 +0000 2018,@CNN,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,16
16,"A former spokesman for US Immigration and Customs Enforcement says agents ""have a rough time with this too"" in the… https://t.co/Wr5Kwe7VTq",Sat Jun 30 21:06:06 +0000 2018,@CNN,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,17
17,"""Hamilton"" creator Lin-Manuel Miranda sings a lullaby from the hit Broadway musical at the Families Belong Together… https://t.co/4dYTdw2e0T",Sat Jun 30 20:59:00 +0000 2018,@CNN,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,18
18,"""This fight does not belong to one group of people, one color of people, one race of people, one gender. It belongs… https://t.co/jngvFTA5u9",Sat Jun 30 20:52:00 +0000 2018,@CNN,"{'neg': 0.106, 'neu': 0.894, 'pos': 0.0, 'compound': -0.3818}",0.0,0.106,0.894,-0.3818,19
19,The process for kids in immigration court is a maze with life and death consequences https://t.co/Cy56J9oqRW https://t.co/1yUwRZ7Wge,Sat Jun 30 20:47:07 +0000 2018,@CNN,"{'neg': 0.206, 'neu': 0.794, 'pos': 0.0, 'compound': -0.5994}",0.0,0.206,0.794,-0.5994,20
20,Sen. Elizabeth Warren calls for US Immigration and Customs Enforcement to be replaced with an agency that reflects… https://t.co/tv7sYa31md,Sat Jun 30 20:42:07 +0000 2018,@CNN,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,21
21,Immigration protest signs reveal a kaleidoscope of outrage https://t.co/LbZz6lqPDI https://t.co/5hZeybAzZh,Sat Jun 30 20:37:04 +0000 2018,@CNN,"{'neg': 0.431, 'neu': 0.569, 'pos': 0.0, 'compound': -0.6486}",0.0,0.431,0.569,-0.6486,22
22,Protesters explain why they joined immigration rallies https://t.co/5g1Cg5aIQV https://t.co/03eEsfpovq,Sat Jun 30 20:32:42 +0000 2018,@CNN,"{'neg': 0.192, 'neu': 0.808, 'pos': 0.0, 'compound': -0.2263}",0.0,0.192,0.808,-0.2263,23
23,"This 12-year-old girl delivers an impassioned plea for immigrant families at the ""Families Belong Together"" rally i… https://t.co/WstQ4QBDIq",Sat Jun 30 20:26:40 +0000 2018,@CNN,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,24
24,"Alexandra Ocasio-Cortez beat out a 10-term congressman in New York. Now, she's marching for separated families.… https://t.co/eXokumkXpP",Sat Jun 30 20:20:16 +0000 2018,@CNN,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,25
25,"""How dare you. How dare you take the babies from their mother's arms!"" Rep. Maxine Waters says President Trump has… https://t.co/Ha0BkVS6zV",Sat Jun 30 19:58:22 +0000 2018,@CNN,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,26
26,"""We are better than this. We are better than having these detention centers that are prisons,"" says Sen. Kamala Har… https://t.co/7MM74J1xB5",Sat Jun 30 19:52:07 +0000 2018,@CNN,"{'neg': 0.095, 'neu': 0.684, 'pos': 0.221, 'compound': 0.5106}",0.221,0.095,0.684,0.5106,27
27,This mom brought her kids to teach them about resilience https://t.co/ZlTtxMk7xZ https://t.co/GPyFXAyluT,Sat Jun 30 19:43:03 +0000 2018,@CNN,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,28
28,"These kids dedicate their nightly prayers to the separated children, according to their mother… https://t.co/eshZBMgkD0",Sat Jun 30 19:38:18 +0000 2018,@CNN,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,29
29,President Trump is in New Jersey. Protesters are gathered nearby. https://t.co/QogUPZAvJt https://t.co/OnVjYTs2rm,Sat Jun 30 19:27:55 +0000 2018,@CNN,"{'neg': 0.147, 'neu': 0.853, 'pos': 0.0, 'compound': -0.2263}",0.0,0.147,0.853,-0.2263,30
30,"""Leave office."" This is one Chicago protester's message to President Trump. https://t.co/EEde7b0qR2 https://t.co/KCPP9kWWEB",Sat Jun 30 19:20:14 +0000 2018,@CNN,"{'neg': 0.091, 'neu': 0.909, 'pos': 0.0, 'compound': -0.0516}",0.0,0.091,0.909,-0.0516,31
31,"""It's going to be their generation's fight."" This mom explains why she is marching with her kids.… https://t.co/J1hrUj7ylm",Sat Jun 30 19:15:04 +0000 2018,@CNN,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,32
32,It's really hot in DC. That's not stopping the marchers. https://t.co/96vkXoeNi2 https://t.co/JBJhH7kTtz,Sat Jun 30 19:10:20 +0000 2018,@CNN,"{'neg': 0.0, 'neu': 0.884, 'pos': 0.116, 'compound': 0.1139}",0.116,0.0,0.884,0.1139,33
33,This 36-year-old teacher says she sees her family in the faces of asylum seekers https://t.co/xUMYoiCtTN https://t.co/X6iR1c0eOV,Sat Jun 30 19:05:05 +0000 2018,@CNN,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,34
34,"This 12-year-old girl says she lives in ""constant fear"" that her undocumented mother will be deported… https://t.co/P4cMGmPTiW",Sat Jun 30 19:00:19 +0000 2018,@CNN,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.4939}",0.0,0.167,0.833,-0.4939,35
35,These are just some of the signs demonstrators in New York City are carrying as they march against the Trump admini… https://t.co/G3tykVs60K,Sat Jun 30 18:55:05 +0000 2018,@CNN,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,36
36,"""This issue is finally getting the attention that it deserves."" Elizabeth Rodriguez says she's been advocating for… https://t.co/NddgZPHZMd",Sat Jun 30 18:50:19 +0000 2018,@CNN,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,37
37,"Protesters in Houston are chanting ""no baby jails"" https://t.co/UZTAZdi5le https://t.co/EhN6LmPasn",Sat Jun 30 18:45:29 +0000 2018,@CNN,"{'neg': 0.339, 'neu': 0.661, 'pos': 0.0, 'compound': -0.4767}",0.0,0.339,0.661,-0.4767,38
38,"""It's never too early to start, right?"" This mom brought her 3-month-old to protest at the Families Belong Together… https://t.co/4cqPyvVVe4",Sat Jun 30 18:40:04 +0000 2018,@CNN,"{'neg': 0.095, 'neu': 0.905, 'pos': 0.0, 'compound': -0.25}",0.0,0.095,0.905,-0.25,39
39,"These mothers have never been to a protest, but couldn't sit out this one https://t.co/DfaWJFva4h https://t.co/D5Cw6d8f78",Sat Jun 30 18:35:06 +0000 2018,@CNN,"{'neg': 0.0, 'neu': 0.911, 'pos': 0.089, 'compound': 0.0951}",0.089,0.0,0.911,0.0951,40
40,"This protester in Chicago describes what's happening with the immigration debate as ""a battle for the soul of the c… https://t.co/uO2bUFY2Pv",Sat Jun 30 18:30:21 +0000 2018,@CNN,"{'neg': 0.115, 'neu': 0.885, 'pos': 0.0, 'compound': -0.3818}",0.0,0.115,0.885,-0.3818,41
41,"This Knoxville family wants the White House to know they ""really do care"" https://t.co/JVJFmFX9WF https://t.co/cvmKcKEUOD",Sat Jun 30 18:25:05 +0000 2018,@CNN,"{'neg': 0.0, 'neu': 0.801, 'pos': 0.199, 'compound': 0.539}",0.199,0.0,0.801,0.539,42
42,"""There are good people who are going to help you find your families again."" At immigration rally in Washington, D.C… https://t.co/cKew9AKVb4",Sat Jun 30 18:20:47 +0000 2018,@CNN,"{'neg': 0.0, 'neu': 0.772, 'pos': 0.228, 'compound': 0.6808}",0.228,0.0,0.772,0.6808,43
43,"""Look at ICE (U.S. Immigration and Customs Enforcement), what a group of incompetents. At this point they're focuse… https://t.co/U7SY3Cm5HK",Sat Jun 30 18:16:05 +0000 2018,@CNN,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,44
44,Crowds of people are gathering in downtown Los Angeles right now to protest against the Trump administration's immi… https://t.co/mF3pgubpLg,Sat Jun 30 18:10:00 +0000 2018,@CNN,"{'neg': 0.1, 'neu': 0.9, 'pos': 0.0, 'compound': -0.25}",0.0,0.1,0.9,-0.25,45
45,Democratic Rep. Joe Kennedy III vows to fight President Trump's immigration policies https://t.co/txzfCAsoia https://t.co/8hFIqaCLuy,Sat Jun 30 18:05:20 +0000 2018,@CNN,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.3818}",0.0,0.167,0.833,-0.3818,46
46,"""This moment is a moral crisis for our country."" Democratic Sen. Elizabeth Warren, speaking to demonstrators in Bos… https://t.co/JluoXEwRK2",Sat Jun 30 17:55:22 +0000 2018,@CNN,"{'neg': 0.194, 'neu': 0.806, 'pos': 0.0, 'compound': -0.6249}",0.0,0.194,0.806,-0.6249,47
47,These children wrote letters to kids separated from their families https://t.co/iF0SFwhyI0 https://t.co/QcezGt8BDU,Sat Jun 30 17:45:24 +0000 2018,@CNN,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,48
48,"""I feel I must do something, anything to not be a bystander to such injustice,"" says Samuel Rubinstein, who is marc… https://t.co/eUcdf2nI6M",Sat Jun 30 17:35:07 +0000 2018,@CNN,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,49
49,"She was arrested at the US Capitol this week. Today, she's marching again. https://t.co/KnLeCdY0tl https://t.co/bj5zaUB7Dt",Sat Jun 30 17:25:06 +0000 2018,@CNN,"{'neg': 0.181, 'neu': 0.819, 'pos': 0.0, 'compound': -0.4767}",0.0,0.181,0.819,-0.4767,50
50,"""I'm outraged that families are being separated,"" says Margaret Stokes, a teacher from Leesburg, Virginia, who is m… https://t.co/iqu2mI3ZwM",Sat Jun 30 17:15:10 +0000 2018,@CNN,"{'neg': 0.171, 'neu': 0.829, 'pos': 0.0, 'compound': -0.5423}",0.0,0.171,0.829,-0.5423,51
51,This couple brought their young children to the New York protest. They're marching so they can be voices for those… https://t.co/JHRqahl2c0,Sat Jun 30 17:05:14 +0000 2018,@CNN,"{'neg': 0.091, 'neu': 0.909, 'pos': 0.0, 'compound': -0.25}",0.0,0.091,0.909,-0.25,52
52,Atlanta protesters rallying against President Trump's immigration policy are carrying a dog crate with baby dolls i… https://t.co/XAgazaFoHI,Sat Jun 30 16:55:18 +0000 2018,@CNN,"{'neg': 0.106, 'neu': 0.894, 'pos': 0.0, 'compound': -0.2263}",0.0,0.106,0.894,-0.2263,53
53,This mother and daughter are marching to show the importance of family https://t.co/p1DL1TQhOr https://t.co/HVYrBP4Ysw,Sat Jun 30 16:45:07 +0000 2018,@CNN,"{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.3612}",0.161,0.0,0.839,0.3612,54
54,Here's a look at where the marches and demonstrations against the Trump administration's immigration policies are h… https://t.co/szXR1qC4CR,Sat Jun 30 16:30:10 +0000 2018,@CNN,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,55
55,"""If it can happen to any child, it can happen to my child, and your child, and all of our children,"" says singer Al… https://t.co/aMfUzzsQxs",Sat Jun 30 16:22:00 +0000 2018,@CNN,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,56
56,Protesters in New York City plan to march over the Brooklyn Bridge https://t.co/dIsMeq6d0A https://t.co/Jc2tBelHxB,Sat Jun 30 16:15:17 +0000 2018,@CNN,"{'neg': 0.128, 'neu': 0.872, 'pos': 0.0, 'compound': -0.2263}",0.0,0.128,0.872,-0.2263,57
57,She's marching today to make America the country her parents dreamed of https://t.co/6wzPzhRbbm https://t.co/ZHEveBJjlo,Sat Jun 30 16:00:07 +0000 2018,@CNN,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,58
58,President Trump isn't at the White House today. Protesters are rallying anyway. https://t.co/a58zOxDb57 https://t.co/eEisfG63Rq,Sat Jun 30 15:52:00 +0000 2018,@CNN,"{'neg': 0.128, 'neu': 0.872, 'pos': 0.0, 'compound': -0.2263}",0.0,0.128,0.872,-0.2263,59
59,The House voted on two immigration measures. Neither passed. https://t.co/bh9GAXuv5o https://t.co/CLsLSX98lB,Sat Jun 30 15:45:04 +0000 2018,@CNN,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,60
60,"You may see a lot of shirts and signs that read, ""I really do care"" at the Families Belong Together rallies… https://t.co/TVCjXYyKu9",Sat Jun 30 15:30:06 +0000 2018,@CNN,"{'neg': 0.0, 'neu': 0.852, 'pos': 0.148, 'compound': 0.539}",0.148,0.0,0.852,0.539,61
61,Here's how the last immigration protest in Washington went down https://t.co/hvDxKb3lL9 https://t.co/QrVSACE3wl,Sat Jun 30 15:15:10 +0000 2018,@CNN,"{'neg': 0.154, 'neu': 0.846, 'pos': 0.0, 'compound': -0.25}",0.0,0.154,0.846,-0.25,62
62,"Massive crowds protesting President Trump's immigration policies say they have 3 demands. They want:
■ separated mi… https://t.co/oVZVIrrem0",Sat Jun 30 15:00:08 +0000 2018,@CNN,"{'neg': 0.155, 'neu': 0.773, 'pos': 0.072, 'compound': -0.3612}",0.072,0.155,0.773,-0.3612,63
63,"You're probably washing your hands all wrong, study says https://t.co/6DHqrlugYl https://t.co/pr8qL45wSx",Sat Jun 30 14:45:02 +0000 2018,@CNN,"{'neg': 0.237, 'neu': 0.763, 'pos': 0.0, 'compound': -0.4767}",0.0,0.237,0.763,-0.4767,64
64,"My son's death proves the harm of weaponizing belief, writes Dennis Shepard for @CNNOpinion https://t.co/3Xhy0jrunQ https://t.co/IE5GIvEncc",Sat Jun 30 14:30:12 +0000 2018,@CNN,"{'neg': 0.346, 'neu': 0.654, 'pos': 0.0, 'compound': -0.8126}",0.0,0.346,0.654,-0.8126,65
65,Thieves emptied the bank account of America's oldest living veteran https://t.co/AJEEkhenLg https://t.co/XoVwIGGhAh,Sat Jun 30 14:15:04 +0000 2018,@CNN,"{'neg': 0.333, 'neu': 0.667, 'pos': 0.0, 'compound': -0.6124}",0.0,0.333,0.667,-0.6124,66
66,What you should know about this weekend's protests against President Trump's immigration policy… https://t.co/mpOqLKbjJ0,Sat Jun 30 14:01:14 +0000 2018,@CNN,"{'neg': 0.128, 'neu': 0.872, 'pos': 0.0, 'compound': -0.2263}",0.0,0.128,0.872,-0.2263,67
67,"One step on the island of Bermuda, and it's impossible not to be moved by its beauty, history, simplicity and charm… https://t.co/c4QuVIt908",Sat Jun 30 13:31:00 +0000 2018,@CNN,"{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.5859}",0.153,0.0,0.847,0.5859,68
68,One word shows how much we've changed the way we talk about race | By CNN's John Blake https://t.co/PR1jvQrgqh https://t.co/Jp8oOYq9Fr,Sat Jun 30 13:16:07 +0000 2018,@CNN,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,69
69,"The IRS is cutting the 1040 form in half. Instead of filling two pages, the new version will take up about one, acc… https://t.co/s3JXNytJ5o",Sat Jun 30 13:01:04 +0000 2018,@CNN,"{'neg': 0.061, 'neu': 0.939, 'pos': 0.0, 'compound': -0.128}",0.0,0.061,0.939,-0.128,70
70,Watch these homes being built using a 3D printer https://t.co/igaBP4BFwG https://t.co/OjOhBRVMRn,Sat Jun 30 12:31:00 +0000 2018,@CNN,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,71
71,Ballet dancers showcase Hong Kong in gravity-defying images https://t.co/98YW55XneE via @CNNTravel https://t.co/scFdlJGo5d,Sat Jun 30 12:01:06 +0000 2018,@CNN,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,72
72,"Will we ever fly like the Jetsons? After this company unveiled Flyer, its first commercial flying car, @RachCrane t… https://t.co/yM4kZ4odQK",Sat Jun 30 11:31:00 +0000 2018,@CNN,"{'neg': 0.0, 'neu': 0.884, 'pos': 0.116, 'compound': 0.3612}",0.116,0.0,0.884,0.3612,73
73,These are the stunning winners of the 2018 National Geographic Travel Photographer of the Year… https://t.co/DbCSwLCnMM,Sat Jun 30 11:01:07 +0000 2018,@CNN,"{'neg': 0.0, 'neu': 0.711, 'pos': 0.289, 'compound': 0.6908}",0.289,0.0,0.711,0.6908,74
74,Egypt is building The Grand Egyptian Museum. The cost? More than $1 billion. It will re-house and restore some of t… https://t.co/G3xypDbMIF,Sat Jun 30 10:31:00 +0000 2018,@CNN,"{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.6369}",0.206,0.0,0.794,0.6369,75
75,Boeing's hypersonic passenger plane could get you from New York to London in 2 hours https://t.co/9oADl8bB4n https://t.co/DkPrTGF5XP,Sat Jun 30 10:01:07 +0000 2018,@CNN,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,76
76,"In 2012, Luke Mickelson was shocked to learn that children in his community slept on the floor. So he quit his high… https://t.co/MGJq7GAxQs",Sat Jun 30 09:31:00 +0000 2018,@CNN,"{'neg': 0.095, 'neu': 0.905, 'pos': 0.0, 'compound': -0.3182}",0.0,0.095,0.905,-0.3182,77
77,"Former President Barack Obama tells Democrats: ""This is a moment of great urgency and you are right to be concerned… https://t.co/KCIs51PQ9X",Sat Jun 30 09:01:04 +0000 2018,@CNN,"{'neg': 0.0, 'neu': 0.823, 'pos': 0.177, 'compound': 0.6249}",0.177,0.0,0.823,0.6249,78
78,Meet Miquela: The CGI Instagram star making brands real money — even though she's not a real human… https://t.co/MsPR10QYDU,Sat Jun 30 08:31:00 +0000 2018,@CNN,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,79
79,Here are the best places to watch fireworks on July 4 https://t.co/obBPC6Gnss https://t.co/WrG4r83sHP,Sat Jun 30 08:01:05 +0000 2018,@CNN,"{'neg': 0.0, 'neu': 0.724, 'pos': 0.276, 'compound': 0.6369}",0.276,0.0,0.724,0.6369,80
80,"While obesity, lack of exercise and genetic risk are major drivers for diabetes, studies have shown a link between… https://t.co/2OCqMEG9Nb",Sat Jun 30 07:46:04 +0000 2018,@CNN,"{'neg': 0.206, 'neu': 0.794, 'pos': 0.0, 'compound': -0.5267}",0.0,0.206,0.794,-0.5267,81
81,"Aston Martin brings back the Superleggera as a powerful new $300,000 supercar https://t.co/9nesdQE6WF https://t.co/4j7xU4s5Dg",Sat Jun 30 07:31:00 +0000 2018,@CNN,"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.4215}",0.189,0.0,0.811,0.4215,82
82,"Two dads, an egg donor and a surrogate: How a freezer failure changed everything https://t.co/oHhWNWxmwz https://t.co/ZfvIGWR3fb",Sat Jun 30 07:16:05 +0000 2018,@CNN,"{'neg': 0.202, 'neu': 0.798, 'pos': 0.0, 'compound': -0.5106}",0.0,0.202,0.798,-0.5106,83
